image_index,area,box,color,size,material,label
490,1097,153-63-36-36,brown,small,metal,sphere
358,1911,115-46-47-49,brown,large,rubber,cube
974,1168,94-33-32-38,blue,small,rubber,cube
974,1933,8-48-52-48,red,large,rubber,sphere
974,695,108-19-33-34,green,small,rubber,cube
591,1017,165-40-32-39,green,small,rubber,cube
591,1456,131-55-41-48,blue,large,rubber,cube
591,856,99-78-45-20,red,small,metal,cube
591,2642,98-78-47-58,red,large,metal,cylinder
708,2518,50-76-47-58,red,large,rubber,cube
708,689,138-37-28-28,green,small,metal,sphere
708,394,180-57-23-20,gray,small,rubber,cube
937,1062,76-29-30-36,purple,small,rubber,cube
937,510,80-92-20-27,green,small,rubber,cube
937,504,189-75-23-23,gray,small,rubber,cube
801,2396,132-68-46-56,cyan,large,rubber,cylinder
259,519,100-84-21-25,red,small,metal,cube
259,684,129-33-28-29,brown,small,rubber,sphere
176,386,68-96-21-21,red,small,metal,sphere
176,1052,182-51-36-35,brown,small,metal,sphere
176,925,111-24-29-34,gray,small,metal,cube
677,510,115-84-20-27,yellow,small,rubber,cube
677,477,54-65-23-24,green,small,rubber,sphere
431,903,28-47-33-32,red,small,metal,sphere
431,2876,65-78-49-62,cyan,large,rubber,cylinder
431,972,136-28-29-36,brown,small,rubber,cylinder
431,623,122-86-25-29,yellow,small,metal,cube
431,1772,177-47-46-44,green,large,rubber,cube
431,861,99-24-29-34,green,small,rubber,cube
981,682,148-42-31-31,cyan,small,metal,sphere
981,771,140-95-30-31,red,small,metal,cube
981,3408,72-76-59-69,gray,large,rubber,cylinder
981,1545,120-54-39-51,green,large,rubber,cube
981,417,183-68-19-24,red,small,rubber,cube
981,581,112-24-26-27,cyan,small,metal,sphere
981,855,54-64-39-40,purple,small,rubber,sphere
987,1346,82-39-36-40,yellow,large,rubber,cube
987,1268,126-74-39-39,yellow,small,metal,sphere
707,409,121-50-21-22,cyan,small,rubber,sphere
707,1862,15-43-47-51,purple,large,rubber,cube
377,1214,20-41-35-39,gray,small,rubber,cylinder
377,903,54-44-34-40,red,small,rubber,cylinder
377,564,136-29-27-31,green,small,rubber,cube
377,459,119-85-19-25,green,small,rubber,cube
377,1048,93-25-35-34,purple,small,rubber,cube
377,2412,61-69-48-53,gray,large,rubber,cube
377,2298,148-58-55-53,blue,large,rubber,cube
377,1108,124-48-35-43,blue,small,rubber,cube
427,1618,7-42-47-42,red,large,rubber,cube
427,1256,55-34-39-37,brown,small,rubber,cube
427,857,137-30-30-32,cyan,small,rubber,cube
427,630,141-93-24-29,cyan,small,rubber,cube
427,3511,77-82-64-70,green,large,metal,cube
427,1272,111-46-33-42,red,small,rubber,cylinder
427,879,59-73-38-41,brown,small,metal,sphere
97,1122,87-34-30-38,brown,small,rubber,cube
97,2437,58-75-46-60,red,large,rubber,cylinder
97,682,143-32-51-50,purple,small,rubber,sphere
97,674,143-32-28-29,purple,small,rubber,sphere
97,1883,118-61-40-51,red,large,rubber,cylinder
97,1474,8-44-40-44,blue,large,rubber,cylinder
97,1484,8-44-63-44,blue,large,rubber,sphere
475,752,44-36-30-30,green,small,metal,sphere
475,1018,77-28-37-38,cyan,small,rubber,cube
475,622,89-98-22-29,gray,small,rubber,cube
475,1432,103-35-38-47,cyan,large,rubber,cylinder
535,1346,31-45-41-41,blue,large,rubber,cube
535,943,88-30-32-34,green,small,rubber,cube
535,490,105-90-19-26,red,small,rubber,sphere
535,543,154-85-23-25,red,small,rubber,cube
535,1792,184-50-49-47,purple,large,rubber,cube
535,1761,64-58-39-48,green,large,rubber,cube
817,1196,78-35-32-39,cyan,small,metal,cube
817,1121,132-24-38-33,blue,small,rubber,cylinder
817,1906,190-43-49-45,purple,large,rubber,cube
817,1753,124-55-39-51,red,large,rubber,cylinder
817,2177,98-98-50-53,gray,large,metal,sphere
817,2503,33-64-49-56,gray,large,rubber,cube
135,623,101-83-25-28,yellow,small,rubber,cube
135,2324,35-52-54-53,green,large,rubber,cube
515,444,74-96-17-27,purple,small,rubber,cube
515,983,138-31-32-35,purple,small,rubber,cube
515,3117,74-89-69-65,green,large,metal,cube
39,1240,147-32-39-39,brown,small,rubber,cube
39,547,141-90-21-27,red,small,rubber,cube
39,1090,40-58-37-36,red,small,rubber,sphere
158,607,74-30-27-27,gray,small,metal,sphere
158,2370,74-82-44-59,green,large,rubber,sphere
158,1772,179-55-43-48,gray,large,rubber,cube
158,1104,144-68-36-36,purple,small,rubber,sphere
218,2028,35-51-50-49,green,large,rubber,sphere
218,2476,86-76-45-60,red,large,rubber,cylinder
218,719,111-25-31-33,green,small,rubber,cube
467,434,55-59-23-22,gray,small,rubber,cube
467,631,71-97-22-30,cyan,small,rubber,cube
467,911,123-37-31-39,yellow,small,rubber,cube
467,2072,102-61-41-53,green,large,rubber,cylinder
225,351,172-50-21-20,gray,small,rubber,cube
225,1973,12-47-49-46,gray,large,rubber,cube
225,2178,138-65-44-56,blue,large,rubber,sphere
225,2293,66-59-48-53,brown,large,rubber,cube
225,1325,118-42-43-46,brown,large,rubber,cube
225,482,194-72-24-25,red,small,rubber,cube
763,1554,17-36-44-40,yellow,large,rubber,cube
763,993,162-50-35-34,yellow,small,rubber,sphere
763,1064,111-54-35-36,purple,small,metal,sphere
166,528,54-31-30-33,green,small,rubber,cube
166,1178,152-35-33-39,red,small,rubber,cylinder
166,488,118-84-20-25,red,small,rubber,cube
166,563,148-90-21-28,yellow,small,rubber,sphere
166,450,180-75-21-24,cyan,small,rubber,cube
166,1028,58-46-39-31,green,small,rubber,cube
166,2628,51-73-48-62,yellow,large,rubber,cylinder
166,3638,51-46-48-89,green,large,rubber,cylinder
836,851,19-48-33-32,blue,small,rubber,sphere
836,533,72-89-20-26,blue,small,rubber,cube
836,932,145-32-29-34,blue,small,rubber,cylinder
836,793,120-26-26-32,cyan,small,rubber,cube
738,1554,201-46-38-45,yellow,large,rubber,sphere
803,407,21-59-22-22,blue,small,rubber,cube
803,546,47-81-24-28,cyan,small,rubber,cube
803,688,136-95-28-30,green,small,rubber,cube
803,1507,168-47-38-45,gray,large,rubber,sphere
803,757,98-39-30-30,blue,small,metal,sphere
330,574,63-45-29-32,green,small,rubber,cube
330,2541,61-78-47-61,red,large,rubber,sphere
330,868,126-19-27-34,green,small,rubber,cube
330,1928,26-54-53-57,gray,large,rubber,cube
330,1378,90-50-37-48,red,large,rubber,cylinder
134,821,28-46-31-31,green,small,metal,sphere
134,997,82-24-35-35,gray,small,rubber,cylinder
134,960,57-31-29-35,green,small,metal,cube
134,543,104-101-20-27,gray,small,rubber,cube
134,538,120-25-25-25,red,small,rubber,sphere
134,772,161-42-31-30,cyan,small,metal,sphere
134,458,143-69-22-23,yellow,small,rubber,cube
362,1459,66-85-42-43,green,large,metal,sphere
362,1139,148-41-32-39,red,small,rubber,cylinder
362,623,128-92-26-29,yellow,small,rubber,sphere
362,1096,109-34-32-36,brown,small,metal,cylinder
718,709,81-33-37-36,gray,small,rubber,cube
718,484,119-97-19-26,blue,small,rubber,cube
718,516,146-88-23-27,purple,small,rubber,cube
718,1599,93-47-42-45,purple,large,rubber,cube
212,1166,33-44-34-41,blue,small,rubber,cube
212,887,95-113-31-35,cyan,small,rubber,cube
212,1148,165-37-33-39,red,small,rubber,cylinder
212,2098,61-55-50-51,cyan,large,rubber,cube
212,2070,110-63-43-51,green,large,rubber,cylinder
117,487,190-61-26-23,brown,small,rubber,cube
117,1399,111-68-41-41,yellow,large,rubber,sphere
592,1220,133-24-37-37,green,small,rubber,cube
592,608,178-75-28-26,green,small,rubber,cube
592,1571,92-74-44-45,cyan,large,metal,sphere
592,1469,76-43-41-47,gray,large,rubber,sphere
280,610,85-25-26-27,purple,small,metal,sphere
280,1506,134-41-38-45,red,large,rubber,cylinder
280,1711,185-51-43-48,red,large,rubber,cylinder
752,934,155-36-31-34,brown,small,rubber,cylinder
752,451,155-90-19-28,yellow,small,rubber,cube
752,1593,44-57-39-47,yellow,large,rubber,sphere
752,2402,111-85-44-60,purple,large,rubber,cylinder
752,390,157-68-20-22,gray,small,rubber,cube
752,868,112-85-43-24,purple,small,rubber,cube
942,318,26-62-20-20,purple,small,rubber,cube
942,527,104-91-20-27,yellow,small,rubber,sphere
942,745,165-40-30-30,yellow,small,rubber,sphere
942,463,167-84-20-24,red,small,metal,cube
942,1463,195-46-40-43,blue,large,rubber,cylinder
942,475,36-72-24-25,brown,small,rubber,cube
942,1211,109-40-32-40,gray,small,rubber,cube
281,1317,55-35-40-39,purple,large,rubber,cube
281,365,30-62-20-21,yellow,small,rubber,cube
281,478,80-80-21-23,gray,small,rubber,cube
28,850,14-46-33-31,purple,small,rubber,sphere
28,637,66-35-27-27,purple,small,metal,sphere
28,1410,63-76-42-41,yellow,large,rubber,sphere
28,1868,178-48-50-48,red,large,rubber,cube
28,756,108-98-29-32,red,small,rubber,cube
800,1736,63-84-47-46,gray,large,metal,sphere
800,682,118-34-29-28,yellow,small,metal,sphere
646,1103,148-43-34-37,gray,small,rubber,cube
646,2935,128-74-58-65,brown,large,metal,cube
646,1695,184-53-42-48,red,large,rubber,cylinder
646,2453,75-65-49-57,red,large,rubber,cube
646,963,103-25-28-36,purple,small,rubber,cube
646,1042,130-74-56-31,gray,small,rubber,sphere
866,1075,68-34-32-37,cyan,small,rubber,cube
866,326,41-60-20-23,red,small,rubber,cube
866,545,126-99-20-29,brown,small,rubber,sphere
866,1053,186-58-36-35,yellow,small,rubber,sphere
866,548,102-21-25-26,blue,small,rubber,sphere
866,2046,60-70-42-54,green,large,rubber,sphere
296,1052,80-24-32-36,blue,small,rubber,cube
296,858,136-27-29-34,yellow,small,rubber,cube
296,1770,175-45-62-48,green,large,rubber,cube
296,2025,121-57-47-51,green,large,rubber,cube
481,398,18-64-20-22,green,small,metal,cube
481,650,98-26-28-27,cyan,small,metal,sphere
481,1507,58-74-43-43,brown,large,metal,sphere
481,1407,141-39-35-44,brown,large,rubber,cylinder
481,470,183-74-22-24,purple,small,rubber,cylinder
481,1997,98-95-49-49,gray,large,metal,sphere
821,659,77-31-37-31,purple,small,rubber,cube
821,708,99-111-27-32,green,small,rubber,cube
821,439,136-30-23-26,brown,small,rubber,cube
821,810,153-37-30-36,red,small,rubber,cube
821,566,139-95-23-27,purple,small,rubber,cube
821,526,116-87-24-26,red,small,rubber,cube
821,1910,163-56-50-49,cyan,large,metal,cube
821,1703,8-42-50-48,gray,large,rubber,sphere
821,1603,83-48-43-45,red,large,rubber,cube
799,1569,122-82-44-44,blue,large,rubber,sphere
799,2332,29-62-49-52,green,large,rubber,cube
630,974,125-28-28-35,red,small,rubber,cube
630,954,187-49-34-33,gray,small,rubber,sphere
630,464,169-82-20-25,green,small,rubber,cube
474,439,82-78-19-24,green,small,rubber,cube
474,2118,134-68-43-55,blue,large,rubber,sphere
309,1303,140-31-40-38,yellow,large,rubber,cube
468,412,78-62-21-23,red,small,rubber,cube
468,528,79-125-28-27,gray,small,rubber,cube
468,1250,139-40-33-41,green,small,rubber,cube
468,481,131-88-19-26,blue,small,rubber,sphere
468,2123,170-55-52-50,purple,large,rubber,cube
468,381,60-73-18-22,red,small,rubber,cube
891,1191,95-38-31-41,cyan,small,rubber,cube
891,431,119-112-22-22,purple,small,rubber,sphere
891,1604,17-41-43-47,green,large,rubber,cube
891,1769,179-54-43-49,red,large,rubber,cylinder
891,1983,58-63-42-53,cyan,large,rubber,cylinder
891,970,126-53-34-34,green,small,metal,sphere
827,796,76-55-37-30,cyan,small,rubber,sphere
827,2426,78-75-45-60,yellow,large,rubber,sphere
827,926,169-49-33-34,blue,small,rubber,sphere
827,645,161-87-28-28,green,small,rubber,cube
827,674,73-33-30-32,blue,small,rubber,cube
827,881,113-21-29-32,blue,small,metal,cylinder
667,863,23-48-33-31,red,small,metal,sphere
667,513,82-80-22-26,yellow,small,rubber,cube
667,693,95-104-25-31,blue,small,metal,cylinder
667,520,144-89-20-26,red,small,rubber,cube
667,372,179-69-18-22,red,small,rubber,cube
248,609,134-35-27-27,green,small,rubber,sphere
248,3722,82-86-66-73,red,large,metal,cube
248,1094,58-73-40-41,brown,small,rubber,sphere
29,431,164-63-22-23,purple,small,rubber,cube
29,1834,12-42-49-46,yellow,large,rubber,cube
29,706,107-35-28-30,purple,small,rubber,sphere
182,1374,38-74-42-41,blue,large,metal,sphere
182,698,99-99-27-30,red,small,rubber,cube
182,1623,152-39-43-43,brown,large,rubber,cube
182,1963,77-51-46-51,purple,large,rubber,cube
714,1227,62-41-33-41,green,small,rubber,cube
714,772,86-29-28-34,gray,small,rubber,cube
714,567,102-100-20-29,yellow,small,rubber,cylinder
48,1577,62-88-44-44,red,large,metal,sphere
48,431,131-77-18-24,green,small,rubber,cube
939,1201,60-31-36-36,purple,small,rubber,cube
939,1202,131-39-32-40,green,small,rubber,cube
939,734,126-98-29-32,gray,small,rubber,cube
939,423,188-73-20-23,cyan,small,metal,cylinder
26,1065,88-35-29-37,red,small,rubber,cube
26,454,178-65-24-22,brown,small,rubber,cube
26,390,72-71-18-23,purple,small,rubber,cube
26,2291,94-72-43-57,red,large,rubber,cylinder
886,1387,17-44-38-42,red,large,rubber,cylinder
886,974,86-24-33-34,purple,small,rubber,cube
886,789,168-43-31-30,red,small,rubber,sphere
886,508,172-81-24-27,purple,small,rubber,cube
886,3029,101-77-59-65,red,large,rubber,cube
825,2551,82-51-50-73,purple,large,rubber,cylinder
688,1513,48-34-43-42,purple,large,rubber,cube
688,448,13-61-25-22,red,small,rubber,cube
688,622,90-27-27-27,yellow,small,metal,sphere
688,556,77-79-25-27,green,small,rubber,sphere
688,1005,122-26-29-36,purple,small,rubber,cube
688,972,188-50-35-34,blue,small,rubber,sphere
688,1430,103-79-41-41,cyan,large,metal,sphere
516,357,140-46-20-20,cyan,small,rubber,cube
516,1938,170-47-45-47,green,large,metal,cube
516,1358,95-25-39-40,red,large,rubber,cube
919,786,63-40-31-31,green,small,rubber,sphere
919,533,80-80-22-26,purple,small,rubber,cube
919,922,134-26-28-34,purple,small,rubber,cube
919,1192,102-34-31-38,yellow,small,rubber,cube
703,1270,142-32-39-38,blue,small,rubber,cube
703,1114,104-62-36-38,brown,small,rubber,sphere
703,1716,184-47-46-47,yellow,large,rubber,cube
517,1404,23-35-38-43,green,large,rubber,cube
517,1527,58-75-43-44,brown,large,rubber,sphere
517,1172,137-22-33-36,purple,small,metal,cube
517,1911,122-92-48-48,brown,large,rubber,sphere
517,435,116-74-18-24,red,small,rubber,sphere
517,522,170-81-22-27,cyan,small,metal,cylinder
517,1089,177-51-38-37,yellow,small,rubber,sphere
517,1333,96-39-34-45,blue,large,rubber,cube
563,370,88-51-19-21,brown,small,rubber,cube
563,1076,197-48-37-35,brown,small,rubber,sphere
563,1150,157-30-34-40,blue,small,rubber,cube
563,760,122-110-25-34,purple,small,rubber,cube
563,455,26-68-21-24,green,small,metal,cube
563,717,101-87-28-31,red,small,rubber,cube
742,469,88-113-23-23,gray,small,metal,sphere
742,416,120-71-18-24,purple,small,rubber,cube
742,2015,25-53-46-53,green,large,rubber,cube
554,1089,81-29-30-38,cyan,small,rubber,cube
554,394,178-54-21-20,purple,small,rubber,cube
554,360,171-91-20-20,blue,small,rubber,sphere
554,411,130-76-22-25,yellow,small,rubber,cube
554,556,54-71-25-25,yellow,small,rubber,sphere
554,3550,82-79-60-70,yellow,large,rubber,cube
310,527,101-28-25-25,red,small,rubber,sphere
310,2047,111-64-45-53,blue,large,rubber,cylinder
310,480,164-75-25-24,brown,small,rubber,cube
310,918,83-57-32-35,gray,small,metal,sphere
716,865,44-43-32-33,brown,small,rubber,sphere
716,755,83-37-29-30,brown,small,rubber,sphere
716,391,105-112-21-22,brown,small,rubber,sphere
716,1294,60-74-40-39,cyan,small,rubber,sphere
716,669,114-28-28-28,green,small,metal,sphere
716,551,149-94-21-28,cyan,small,rubber,cube
716,411,155-79-24-24,brown,small,rubber,cube
255,382,80-105-21-21,blue,small,rubber,sphere
255,542,52-85-23-28,cyan,small,rubber,cube
255,1193,135-36-39-42,blue,small,rubber,cube
255,670,121-16-34-32,purple,small,rubber,cube
255,1610,111-49-36-48,green,large,rubber,cube
893,548,99-90-22-26,green,small,rubber,cube
893,378,194-64-20-22,green,small,rubber,cube
893,438,36-69-23-24,purple,small,metal,cube
130,1320,86-30-38-39,purple,large,rubber,cube
130,479,76-77-23-25,brown,small,rubber,cube
130,710,58-94-29-30,yellow,small,rubber,cube
130,931,163-39-33-42,brown,small,rubber,cube
130,1544,19-47-40-45,red,large,rubber,cylinder
130,1615,138-51-38-48,brown,large,rubber,cylinder
879,942,46-53-34-33,yellow,small,rubber,sphere
879,405,194-59-24-22,gray,small,rubber,cube
721,1135,65-37-33-40,cyan,small,rubber,cube
721,415,123-103-21-23,brown,small,rubber,sphere
721,2725,145-67-51-56,gray,large,rubber,cube
721,1683,0-44-43-46,cyan,large,rubber,cube
721,882,185-60-34-38,yellow,small,metal,sphere
721,1366,77-69-40-40,cyan,large,metal,sphere
347,2419,73-70-45-58,gray,large,rubber,cylinder
347,1651,123-51-40-47,brown,large,rubber,cylinder
339,429,32-62-25-20,yellow,small,rubber,cube
339,471,39-81-21-26,brown,small,rubber,cube
339,926,185-44-33-33,gray,small,rubber,sphere
339,437,166-75-20-24,red,small,rubber,cube
339,602,137-100-23-30,red,small,rubber,cylinder
339,964,108-23-29-35,cyan,small,rubber,cube
543,2847,64-84-54-65,green,large,rubber,cube
543,1490,19-46-41-45,blue,large,rubber,cube
543,439,192-71-23-24,brown,small,rubber,cube
726,1033,91-21-33-34,blue,small,rubber,cube
726,729,47-36-30-29,blue,small,metal,sphere
726,349,78-98-20-20,red,small,rubber,sphere
726,458,60-83-20-25,green,small,rubber,cube
804,1086,84-28-35-34,gray,small,rubber,cube
804,922,46-54-34-33,green,small,rubber,sphere
489,1057,133-27-30-37,red,small,rubber,cylinder
489,708,169-33-40-23,cyan,small,rubber,cube
489,884,128-101-31-34,brown,small,rubber,cube
489,2438,32-64-48-58,yellow,large,rubber,cylinder
489,2461,159-51-57-54,yellow,large,rubber,cube
576,470,119-41-28-29,purple,small,metal,sphere
576,2319,84-80-44-58,brown,large,rubber,cylinder
576,1636,133-51-40-44,cyan,large,rubber,sphere
576,776,50-76-36-32,yellow,small,rubber,cube
234,996,46-44-38-31,purple,small,rubber,cube
234,715,83-31-29-30,cyan,small,metal,sphere
234,421,93-110-21-23,gray,small,metal,sphere
234,1632,169-42-42-43,red,large,metal,cylinder
234,644,129-36-32-27,green,small,rubber,sphere
234,597,136-24-38-37,gray,small,rubber,cube
234,2219,111-54-50-53,cyan,large,rubber,cube
234,2765,39-72-54-58,gray,large,rubber,cube
108,896,184-47-33-32,purple,small,rubber,sphere
293,1349,36-36-36-43,cyan,large,rubber,cylinder
293,553,41-80-24-27,brown,small,rubber,cube
293,384,204-62-20-21,blue,small,rubber,cube
293,410,119-18-26-32,brown,small,rubber,cube
293,364,151-95-20-20,red,small,metal,sphere
412,804,148-38-30-31,gray,small,rubber,sphere
412,2607,103-77-47-61,yellow,large,rubber,sphere
412,1117,73-57-37-38,gray,small,metal,sphere
951,1475,124-39-43-43,blue,large,rubber,cube
951,498,191-74-25-24,gray,small,rubber,cube
951,506,174-82-21-26,brown,small,rubber,cube
951,456,112-23-25-24,cyan,small,rubber,cube
951,1834,83-36-45-55,yellow,large,rubber,cube
860,365,50-53-20-20,purple,small,metal,cube
860,740,71-100-28-32,gray,small,rubber,cube
860,1048,54-99-45-33,gray,small,rubber,cube
860,2257,154-55-53-53,red,large,rubber,sphere
860,909,110-26-28-34,blue,small,rubber,cylinder
438,904,71-52-33-33,red,small,rubber,sphere
438,605,58-33-28-29,green,small,rubber,sphere
438,1565,68-92-43-43,brown,large,rubber,sphere
438,604,133-27-26-26,cyan,small,metal,sphere
438,1117,27-63-38-36,red,small,rubber,sphere
438,2011,146-67-43-53,purple,large,rubber,sphere
438,536,105-20-24-26,yellow,small,rubber,sphere
438,927,29-52-75-33,red,small,rubber,sphere
